LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID476251,476251,29,7373.58154296875,7.667561461631235,57.69766172443963,0.0,9.959999999999999,332,0.5,1,,20600.95238095238,17128.0,8063.0,56077.0,432620.0,13094.41722061807,0.4322887829357914,0.9496738843468701
ID476250,476250,174,2591.095703125,109.53040466611756,54.91021200011039,0.0,9.959999999999999,332,0.5,1,,13572.619047619048,13763.0,8216.0,17429.0,285025.0,2559.2241300087508,0.17493445677444888,1.57923606620778
ID476249,476249,30,11783.0400390625,58.48615247440162,45.63854382776969,0.0,9.959999999999999,332,0.5,1,,28962.14285714286,23309.0,12908.0,63774.0,608205.0,16600.576237847028,0.6054479863677389,1.3158855652741852
ID476248,476248,31,19959.322265625,29.353902517744714,44.53212605796637,0.0,9.959999999999999,332,0.5,1,,63211.333333333336,65535.0,51073.0,65535.0,1327438.0,4458.3325507787495,0.4047342213820003,8.170116534906217
ID476263,476263,10,13642.9072265625,84.24379748921743,104.21953465301449,0.0,9.959999999999999,332,0.5,1,,36090.90476190476,32951.0,14051.0,65535.0,757909.0,14806.195972986316,0.5257068690718895,1.6797970800388076
ID476262,476262,12,1817.107421875,14.247300235547568,100.93038114969232,0.0,9.959999999999999,332,0.5,1,,13198.952380952382,13621.0,9112.0,16225.0,277178.0,2255.1951018967397,0.10871103717199403,1.1477323064032348
ID476261,476261,74,18185.865234375,15.88366920288235,100.54348422660668,0.0,9.959999999999999,332,0.5,1,,42016.380952380954,40157.0,11166.0,65535.0,882344.0,16535.6285017419,0.5201501984422178,1.7388823490016942
ID476260,476260,13,7391.38232421875,60.765179858702815,96.35136462813527,0.0,9.959999999999999,332,0.5,1,,20879.904761904763,16237.0,9805.0,53674.0,438478.0,12053.934817746287,0.47926871292681433,1.122436232444058
ID476259,476259,14,2755.623291015625,36.146178953837094,95.4762066559388,0.0,9.959999999999999,332,0.5,1,,10725.142857142857,9561.0,6514.0,20226.0,225228.0,3509.549547815421,0.24043408636247227,1.1846881623595604
ID476258,476258,0,5294.5732421875,35.37896027734654,82.3891781093177,0.0,9.959999999999999,332,0.5,1,,16385.809523809523,13951.0,8699.0,32743.0,344102.0,7494.088634510854,0.38306626297235197,1.211183622348338
ID476257,476257,1,1407.9285888671875,45.89701155508012,73.44433164004656,0.0,9.959999999999999,332,0.5,1,,10040.857142857143,10103.0,7342.0,12229.0,210858.0,1404.7909198779114,0.11714673899688355,1.4990256837337375
ID476256,476256,106,2314.348388671875,91.16062273432493,72.64126167633665,0.0,9.959999999999999,332,0.5,1,,15689.761904761905,16666.0,10143.0,18756.0,329485.0,2430.5058713107833,0.13496168604733771,1.5352495138722309
ID476265,476265,110,1493.0701904296875,0.8392207560302412,110.38507857299739,0.0,9.959999999999999,332,0.5,1,,10385.52380952381,10712.0,7685.0,12095.0,218096.0,1223.0391906659254,0.13238800378794952,1.9855069039693083
ID476264,476264,7,6753.95458984375,93.71913680200468,106.2547977763511,0.0,9.959999999999999,332,0.5,1,,19996.761904761905,17816.0,12546.0,35435.0,419932.0,6291.2062269866965,0.4070766784332962,1.8391375304273172
ID476295,476295,196,1691.1605224609375,48.16587847125502,94.83129784306682,0.0,9.99,333,0.5,1,,11637.52380952381,11826.0,9250.0,13404.0,244388.0,1272.777498978027,0.13247679209149174,2.139186167445853
ID476294,476294,0,5520.62841796875,35.365741617199134,82.36984344466225,0.0,9.99,333,0.5,1,,16532.238095238095,12896.0,7608.0,36318.0,347177.0,8376.830545646497,0.3875307531838579,1.1024159081183997
ID476293,476293,1,1764.8446044921875,45.79087370497829,73.34438305957755,0.0,9.99,333,0.5,1,,10588.333333333334,10631.0,7691.0,13238.0,222355.0,1721.4689463749653,0.13667112629619024,1.4791095903484057
ID476292,476292,106,2116.459228515625,91.1431386425939,72.71252503329349,0.0,9.99,333,0.5,1,,16644.85714285714,16910.0,13247.0,19716.0,349542.0,1736.310406745127,0.12113990553752378,2.071620114661775
ID476291,476291,3,5945.041015625,49.45685233138199,70.36369181961824,0.0,9.99,333,0.5,1,,18042.333333333332,15433.0,9297.0,44785.0,378889.0,9788.274905892935,0.38086034138399816,1.0167929710285437
ID476290,476290,4,12060.337890625,88.32934773654651,69.88147536315454,0.0,9.99,333,0.5,1,,37893.47619047619,36693.0,23701.0,53207.0,795763.0,8200.78135679185,0.3712333559257288,2.501928142148026
ID476289,476289,5,5523.37744140625,63.70795817795945,69.93771136954614,0.0,9.99,333,0.5,1,,17820.809523809523,15256.0,9452.0,38581.0,374237.0,8355.6017294929,0.3412390417817336,1.0852560607979933
ID476288,476288,6,6199.95556640625,87.66041619376516,68.69603039358623,0.0,9.99,333,0.5,1,,27593.761904761905,20360.0,11856.0,65535.0,579469.0,18632.641720659907,0.32334122501611706,0.7236952339975274
