LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID506580,506580,7,6073.26318359375,7.354824203274804,50.69836670143437,0.0,3.78,126,0.5,1,,9734.666666666666,8032.0,4101.0,19924.0,204428.0,4921.799034228575,0.6874796383272731,1.611567507804994
ID506579,506579,41,5548.47119140625,66.66744297798222,28.727099025093686,0.0,3.78,126,0.5,1,,7776.9047619047615,6192.0,3327.0,16480.0,163315.0,4223.034168755468,0.7181689562661456,1.5394760651388675
ID506578,506578,42,600.930419921875,130.52674761885757,26.0625342070862,0.0,3.78,126,0.5,1,,2796.5714285714284,2832.0,2180.0,3315.0,58728.0,348.582496896871,0.19019556785396144,2.5640848887670518
ID506577,506577,23,807.5969848632812,131.77947027422363,25.349753613471677,0.0,3.78,126,0.5,1,,2895.2380952380954,2986.0,1767.0,3803.0,60800.0,634.7475013548226,0.24425640815746225,1.7908093801431162
ID506576,506576,40,2380.241943359375,138.74455268394092,24.792490099777137,0.0,3.78,126,0.5,1,,5184.142857142857,5300.0,2627.0,8025.0,108867.0,1673.3743539840177,0.46324283887671563,1.9615805864369615
ID506588,506588,0,848.675537109375,194.39917220718795,198.0833188246889,0.0,3.78,126,0.5,1,,1345.3809523809523,1014.0,566.0,3660.0,28253.0,942.5276375889715,0.3943201933529093,0.807360834209534
ID506587,506587,1,548.4649658203125,204.4521963756557,167.64609016758544,0.0,3.78,126,0.5,1,,1273.7619047619048,1289.0,614.0,2299.0,26749.0,490.21535112253514,0.3235526966848095,1.2703843389152416
ID506586,506586,2,531.2080688476562,104.89325084226185,143.8631593077716,0.0,3.78,126,0.5,1,,1823.857142857143,1853.0,1096.0,2492.0,38301.0,422.3839823802847,0.22789753557932996,1.602842593080266
ID506585,506585,3,8625.287109375,81.74635479148526,109.9052928930393,0.0,3.78,126,0.5,1,,16677.14285714286,15408.0,5081.0,28149.0,350220.0,6643.361056616706,0.5164659095823114,1.7099082071824176
ID506584,506584,4,1715.8128662109375,115.37765805406701,109.6826247139853,0.0,3.78,126,0.5,1,,4137.380952380952,3999.0,1367.0,6449.0,86885.0,1623.0320537866921,0.3654279320030016,1.3644617539995414
ID506599,506599,1,542.6271362304688,204.44425579456362,167.65148830616204,0.0,3.81,127,0.5,1,,1269.6666666666667,1244.0,606.0,2362.0,26663.0,498.0945024122765,0.3166353218885097,1.2260320513554663
ID506598,506598,2,546.8211669921875,104.9135156781645,143.85062479709566,0.0,3.81,127,0.5,1,,1826.142857142857,1815.0,1081.0,2536.0,38349.0,451.00934421742147,0.22811610563354912,1.5041658578493202
ID506597,506597,3,7902.4814453125,81.81674202022194,109.85150469291233,0.0,3.81,127,0.5,1,,15218.190476190477,15480.0,2290.0,26638.0,319582.0,7310.540011647892,0.4873827356919241,1.364240561865752
ID506596,506596,4,1701.0902099609375,115.36903630709853,109.68040350044811,0.0,3.81,127,0.5,1,,4122.428571428572,4111.0,1381.0,6488.0,86571.0,1584.4034704401708,0.3671435277161848,1.3974591314983928
